Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Late-demographic dividend,LTE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,8198323.37027,8028852.26902,7048042.54236,6144148.78486,5707657.73233,5681559.55596,5814333.4559,5879338.47205,..
Late-demographic dividend,LTE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,350062.21424,383341.98183,425623.32341,504136.03117,538503.53531,578020.80886,580156.69303,566587.40111,591189.82292,624070.09962,676386.28233,706936.85908,733601.7304,760666.83581,782512.03857,800052.88398,819706.92971,839248.85824,868362.04307,900605.08246,..
Latin America & Caribbean,LCN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,18248485.93496,19966704.06853,20790326.73151,21326638.85606,22726234.26553,23356538.24178,23642567.30596,23607412.3541,..
Latin America & Caribbean,LCN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,11468133.24195,12298111.98342,13326543.54074,14244517.32269,15101791.85489,16090650.92576,17376651.72376,18708769.81463,20415762.01307,21095257.08989,22073542.52641,23024951.37433,23789583.63247,24554301.83208,25528256.88808,26222790.90184,27330345.89139,28017183.62086,28285386.97033,28239097.67984,..
Latin America & Caribbean,LCN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1329195.03953,1327586.30735,1344356.16888,1390612.35903,1509967.79093,1533450.07233,1558862.29623,1563192.90359,..
Latin America & Caribbean,LCN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,130826.87424,136235.77809,140346.60325,148375.62875,151664.93047,160698.35891,137409.52264,103201.58161,113735.51525,122988.97772,138261.7758,152214.64069,165781.42502,178906.93775,189314.10654,205419.64348,220578.03021,222614.83254,231186.62731,232679.14014,..
Latin America & Caribbean (excluding high income),LAC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,17275120.57971,18755046.37081,19568526.08063,20098259.66987,21482812.22023,22110827.37843,22389402.42718,22353594.41961,..
Latin America & Caribbean (excluding high income),LAC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,10558465.71736,11348490.16458,12336203.87011,13193045.82225,14032862.99752,14937602.81445,16219192.60693,17445967.46617,19080285.66117,19677576.07288,20524443.64027,21404911.77441,22097618.66696,22794678.27734,23736812.36179,24407624.44859,25497716.20838,26189713.56293,26451876.81412,26405587.51488,..
Latin America & Caribbean (excluding high income),LAC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1188811.31217,1182398.54415,1198012.85659,1241137.14534,1357731.00829,1379673.16524,1402502.63816,1406759.68091,..
Latin America & Caribbean (excluding high income),LAC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,112127.28619,120994.37187,129121.03114,136912.66283,140510.08046,149722.71839,126277.57466,91958.3967,101154.74271,109927.58495,124483.36737,138618.08157,151719.39824,164865.17317,175094.14882,191142.08766,206191.00694,208462.98449,216104.7442,218462.34501,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,17699473.49024,19512340.62516,20393528.95543,20964388.49485,22376665.08005,22959381.81479,23245944.90267,23210863.4403,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,11069770.78219,11882972.06531,12898460.79786,13772574.01761,14470551.95514,15384636.65851,16460783.56202,17610752.55333,19177434.85299,19863655.77318,20999105.18342,22086210.37724,23012057.04828,23912405.84492,24962116.66517,25697391.35422,26829192.34383,27481677.93526,27749962.42309,27703673.14395,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1150203.15159,1186684.44117,1221323.45335,1275781.65771,1405189.65431,1439002.5209,1462688.65325,1467082.59032,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,120790.39619,126115.55936,130296.32933,137349.05865,140543.5566,150140.48736,125334.66397,91490.03788,99844.17301,108413.32701,123780.56106,137177.46301,151139.90862,165435.42025,175797.90877,190003.33216,205897.1895,209923.7496,218551.15255,220045.33063,..
Latvia,LVA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,63274,57955,50634,49395,48322,46164,..,..
Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,91237,102783,110500,118944,127656,130706,131125,129497,127760,125360,112567,103856,97041,94474,89671,85881,84282,82914,81602,..,..
Latvia,LVA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,11333,12257,16942,17384,17712,18323,..,..
Latvia,LVA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1003,1254,1301,1319,1425,1428,1809,1797,1982,2025,2152,2418,2523,2519,2406,2200,2310,2291,2196,..,..
Least developed countries: UN classification,LDC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,6277617.86572,6493379.94961,6859134.03085,7197685.49372,7351951.25051,7871246.49441,8371809.84009,..
Least developed countries: UN classification,LDC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,2327333.87604,2710639.09465,2854370.33172,3052607.58501,3188153.45756,3527026.00852,3938988.85729,4336072.22607,4905460.02251,5703135.95283,6473077.34603,7083212.14952,7465227.76569,7863748.39532,8137694.49607,8581164.35508,8968729.12356,9159539.15413,9733377.74251,10336567.15827,..
Least developed countries: UN classification,LDC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,839098.70115,869445.53568,927860.2074,987307.38881,1032987.37173,1057792.3658,1139038.78686,..
Least developed countries: UN classification,LDC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,9096.59263,8720.32189,11007.99656,13012.01408,18309.95511,20885.56666,22856.61823,28314.70304,29647.67915,30459.87152,31933.08692,33632.41149,33878.48214,36891.77006,40655.75963,46281.37935,49089.71704,54003.27828,55867.79434,60689.08128,..
Lebanon,LBN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,190682,187209,162755,171388,170709,186477,191885,..
Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,116014,134018,142951,144050,154635,165730,173123,187055,196682,199656,202345,216851,212467,230278,228954,216468,221146,221159,231215,242642,..
Lebanon,LBN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,16613,17373,26772,27955,29202,23434,25031,..
Lebanon,LBN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,809,1200,1367,1407,1720,1682,1574,1992,2143,1366,1588,1608,1732,2531,3778,4102,4690,4620,4042,4230,..
Lending category not classified,LNX,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,9515,10481,8901,..,9691,9764,..,..
Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,4470,4976,5005,6108,..,7918,8500,..,..,..,..,..,25507,24073,23545,21664,..,22572,21586,..,..
Lesotho,LSO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,251,242,212,..,423,346,..,..
Lesotho,LSO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,5,0,1,2,..,8,6,..,..
Liberia,LBR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,52251,..,..,..,..,..,..,..,..,..,33470,..,43883,..,..,..,..,..,..,..,..
Liberia,LBR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,290060,324603,359146,375028,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,7263,7638,8013,8367,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,468,393,372,381,405.5,..,..
Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,440,532,527,636,673,800,754,787,984,960,..,830,750,774,799,849.5,..,..
Liechtenstein,LIE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,243,243,260,289,283,..,..
Liechtenstein,LIE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,0,0,0,0,18,53,30,63,78,106,..,119,114,142,129,161,..,..
Lithuania,LTU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,124519,113881,108083,102425,95539,88468,..,..
Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,121904,135923,148788,167606,182656,195405,198868,199855,204767,210744,201373,187117,175066,159695,148389,140629,133759,125863,118287,..,..
Lithuania,LTU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,32495,31822,29911,28597,27587,27076,..,..
Lithuania,LTU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,2023,2057,2112,2183,2623,2815,2878,2898,2855,2939,2918,2974,2875,2681,2686,2635,2737,2737,2743,..,..
Low & middle income,LMY,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,96000804.01224,101704712.47012,110184594.44564,114901656.29496,117914852.51519,119983535.40346,121596345.60327,123990340.54777,..
Low & middle income,LMY,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,59236586.97369,64920988.75596,71677324.01491,78590127.18552,84749591.10908,90612612.54597,97642558.49008,105284653.08887,113195922.7324,119837687.40368,127132690.58038,135815342.44538,141818328.48417,145146805.6896,157678065.3359,162646688.87537,165325201.26482,167868779.60719,170348378.35409,173884461.21585,..
Low & middle income,LMY,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,15417570.01289,15333241.21867,15141036.78378,14584737.48203,14481463.74858,14710194.82644,14942425.35296,15099669.52144,..
Low & middle income,LMY,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,572683.43491,614147.99269,676717.06688,742850.25142,816301.80827,851532.66383,879159.8948,884139.75679,933122.46553,994074.17597,1080039.47899,1126059.42697,1169350.54764,1254015.61535,1313497.58486,1387158.39696,1489009.02832,1552203.39198,1627499.98213,1667181.46985,..
Low income,LIC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,4087943.48963,4374921.35045,4437113.64873,4447136.35746,4520903.93366,..,..,..
Low income,LIC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,1703006.45163,1854729.95625,2006729.53071,2153800.58916,2375464.86927,2619175.33499,2893916.82244,3131304.71691,3454940.76161,3829008.0246,4209123.40493,4403769.40639,4712283.81474,4926203.483,5267675.57077,5358850.90019,5377903.41146,5463291.21397,5534992.49819,..,..
Low income,LIC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,351940.91675,384989.27622,393033.64887,415482.95459,431610.26842,..,..,..
Low income,LIC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,6701.82823,5377.2528,6895.31804,7878.96649,9615.28283,10760.03159,12847.86267,14475.0202,15803.37367,17040.02959,19883.99261,20664.95664,22026.12406,23927.73785,26790.51383,28570.97132,28576.39369,28234.88314,30093.43961,..,..
Lower middle income,LMC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,39711710.51213,42320223.37123,45002962.58698,47151925.48353,47914449.67872,49190981.93673,50399585.44579,51834799.47741,..
Lower middle income,LMC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,21777105.15663,23150479.38644,24713487.8627,25919866.21256,27417160.8766,28518527.33718,30402915.13313,33408919.63638,36640713.18865,38991864.37991,42334832.35995,49006872.01174,51653845.63495,52224598.3826,55388895.37848,57497344.56365,57985214.30167,59394348.53594,60801700.46209,62309468.63175,..
Lower middle income,LMC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,6200688.35163,6210529.38385,6746564.58307,6853871.42401,6816754.48415,7008686.6935,7152575.55369,7216992.67707,..
Lower middle income,LMC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,143649.92641,154506.52481,164680.4584,176883.24984,190568.13023,194088.51598,201503.73955,214757.62295,225442.32476,240825.54404,255669.39532,283168.41434,299683.3572,324519.62,355195.42535,363456.00043,401006.64757,421486.89549,455294.38327,460585.00338,..
Luxembourg,LUX,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3231,3173,3196,3050,..,..
Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,2437,2533,2965,3077,..,..,2692,..,3011,..,5376,..,6085,..,..,6896,6954,7058,7043,..,..
Luxembourg,LUX,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2509,2528,2459,2534,..,..
Luxembourg,LUX,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,27,..,..,..,..,186,..,358,..,390,..,..,569,611,641,693,..,..
"Macao SAR, China",MAC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,21522,22789,23871,24480,24669,24575,25061,..
"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,7471,13996,20399,26272,24815,23420,23291,23868,25407,28805,29476,30519,25852,27776,29521,30771,31970,32750,33098,34279,..
"Macao SAR, China",MAC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,4506,5201,5501,5755,5898,6062,6465,..
"Macao SAR, China",MAC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,18,59,72,164,225,356,492,551,573,580,583,648,606,772,1013,1248,1616,2054,2245,2562,..
Madagascar,MDG,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,77772,94775,98148,98897,116402,123519,..,..
Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,32046,30712,31925,35480,42143,44948,49680,58313,62069,68460,74444,85548,90235,97056,113025,117012,121818,137894,143759,..,..
Madagascar,MDG,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,14957,13361,15065,18888,17114,17479,..,..
Madagascar,MDG,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,648,448,766,615,852,1307,2351,..,..,..,..,..,..,761,1168,1268,822,1111,756,..,..
Malawi,MWI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,3584,4129,4531,4757,5782,5810,6298,6458,..,..,10296,12203,..,..,..,..,..,..,..,..,..
Malawi,MWI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,0,0,0,0,0,0,0,0,..,..,154,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,279847,289221,308419,351894,391485,408502,386346,441486,509036,545550,586557,572393,612208,648024,621073,..,..,677178,685571,680068,..
Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,549205,557118,632309,725865,731077,696760,737267,805136,922239,1000694,1061421,1036354,1076675,1116733,1128027,1302091,1336550,1248927,1284876,1218246,..
Malaysia,MYS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83508,96920,..,89216,98052,95047,..
Malaysia,MYS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,5398,4295,4445,8202,10307,10155,17824,12073,14086,16910,21522,28544,28576,..,34285,38648,43675,41717,43188,44516,..
Maldives,MDV,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5097,..,..,8097,..,..,..
Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,73,..,..,..,4386,5171,..,..,..,..,..,6089,..,..,14484,..,..,..
Maldives,MDV,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,728,..,..,1749,..,..,..
Maldives,MDV,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,12,..,..,..
Mali,MLI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,66212,86388,80647,62718,63314,..,..,..,..,..
Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,19751,21861,22632,..,..,..,..,..,67839,76667,81188,74708,98401,91867,87662,83150,..,..,..,..,..
Mali,MLI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,6738,10451,8299,23263,18001,..,..,..,..,..
Mali,MLI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,108,127,137,226,221,223,160,338,..,..,..,..,..
Malta,MLT,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,6914,6933,7026,7699,8359,8553,..,..
Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,6315,7422,7259,8946,7867,9441,8922,9811,9472,10352,10840,11491,12203,12574,12610,13216,13329,14425,15220,..,..
Malta,MLT,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,3116,3420,3540,3474,4235,4452,..,..
Malta,MLT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,15,32,8,42,17,53,64,72,67,74,69,73,77,78,95,113,250,149,147,..,..
Marshall Islands,MHL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117,..
Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,903,..,..,..,..,..,..,..,..,..,1330,..,..,..,..,..,..,1530,..
Marshall Islands,MHL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,..
Marshall Islands,MHL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18113,17425,15473,..,..,..
Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,9033,8173,8941,9292,8758,10157,11794,12004,12519,14536,16151,17878,19243,..,20800,20280,19371,19844,23417,..
Mauritania,MRT,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2493,2594,3419,..,..,..
Mauritania,MRT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49,25,111,..,..,..
Mauritius,MUS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,29985,32263,30621,30676,30948,..,..,..
Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,12130,18779,16859,16955,17627,20514,22221,22971,25578,30545,33427,35906,40165,41621,40457,37871,38178,38850,..,..,..
Mauritius,MUS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,3757,3488,3598,3685,4000,..,..,..
Mauritius,MUS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,148,145,177,126,166,225,260,268,386,70,100,92,78,218,280,214,261,351,..,..,..
Mayotte,MYT,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,2936111,3042546,3118608,3740744,3916844,4035251,..,..
Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,1962763,2047895,2147075,2236791,2322781,2384858,2446726,2528664,2623367,2705190,2847376,2981313,3161195,3300348,3419391,3515404,4244401,4430248,4561792,..,..
Mexico,MEX,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,202703,199846,205729,289660,294661,308188,..,..
Mexico,MEX,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,8407,9130,9722,10415,11945,13081,13458,15135,16698,18530,20870,23122,26089,27191,29355,31364,38770,39448,43744,..,..
"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,1539,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,10138791.7108,10598631.62822,11075554.8084,11329695.55121,11258083.10553,11260734.08583,11030236.61114,11045223.27491,..
Middle East & North Africa,MEA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,6547548.60084,6990293.10087,7378563.5305,7697469.49526,8383898.39345,8955370.07536,9483213.89437,10302058.27881,11224351.11887,11555144.76487,12326270.74557,12541811.30993,13385584.78045,13859940.44298,14639278.15273,14962703.74014,14980087.40016,15009381.88235,14629975.99043,14733043.23256,..
