Country Name,Country Code,Series,Series Code,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,392301484,392050558,391720978,391882450,392243981,392658986,393216869,393919037,394991819,396743394,398783138,401012737,403265869,405778196,408278056,410844329,413361214,415710935,417797257,419413000,..
Europe & Central Asia (excluding high income),ECA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,9348488.77,9069500.971,9877830.92,10439290.12,10607500.56,10421638.71,10296942.47,10361541,..
Europe & Central Asia (excluding high income),ECA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,5241024.407,5018228.683,3940795.667,2917823.298,2536117.26,2572465.696,2602454.451,2657677.779,..
Europe & Central Asia (excluding high income),ECA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,180579.7601,190674.1601,204556.4509,215719.1533,229556.2055,234737.563,239934.2997,244324.518,247274.7942,250338.8101,269936.2368,275264.8834,286408.8411,304755.1227,278475.6498,273459.9507,273610.9023,264881.329,263019.7688,262473.9949,..
Europe & Central Asia (IDA & IBRD countries),TEC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,11253389.94,10848266.9,11530771.92,11998719.12,12117741.56,11895902.71,11731533.47,11796131.91,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,6125286.886,5846664.683,4722808.667,3658691.298,3259325.26,3279243.696,3299516.451,3354739.736,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,202818.7601,216296.1601,232901.4509,274412.1533,280196.2055,291079.563,295669.2997,305633.518,310733.7942,313826.8101,337642.2368,343692.8834,353724.8411,372038.1227,345044.6498,339303.9507,337196.9023,330527.329,327677.7688,327131.9908,..
European Union,EUU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,19522.12745,18867.26718,18634.47512,21034.72947,25467.97344,29231.99094,31274.70489,33444.26996,35927.1215,35417.24383,35344.67797,35582.72291,35213.01186,35551.30721,..,..,..,..,..,..,..
European Union,EUU,"Population, total",SP.POP.TOTL,487975692,489161520,490504132,492340768,494330068,496303356,498179240,500032205,501924141,503408338,504631894,506031022,505640311,506739265,..,..,..,..,..,..,..
European Union,EUU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,11587415.06,11979452.14,12047476.37,11992255.33,12004483.68,12071550.53,12108559.31,12108559.13,..
European Union,EUU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,5671277.426,5566674.47,5485276.122,5424325.069,5408679.809,5484756.99,5605947.613,5605947.572,..
European Union,EUU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,568409.3526,601686.6408,636277.3239,700317.8941,726625.1472,730632.8193,728151.4256,741096.1317,721337.0486,741426.1534,752209.8733,748527.7342,741121.3797,735994.5332,738421.539,730132.0784,754898.881,760195.8967,771558.7065,771558.6922,..
Faroe Islands,FRO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,46735,46997,47233,47432,47600,47722,47792,47825,47820,47808,47814,47823,47843,47892,47960,48051,48173,48331,48497,49000,..
Faroe Islands,FRO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2240,2140,2170,2420,3040,3590,3620,3820,4010,3860,3650,3780,4140,4710,5020,5200,5360,5480,5860,..,..
Fiji,FJI,"Population, total",SP.POP.TOTL,811006,813925,815257,816076,817860,821604,827870,836190,845361,853637,859818,863449,865069,865608,866453,868627,872399,877459,883483,890000,..
Fiji,FJI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,163,163,162,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,26450,25810,25550,28720,35270,40170,42800,46160,50070,48800,49600,50150,48940,49480,49390,47160,45480,44680,48280,..,..
Finland,FIN,"Population, total",SP.POP.TOTL,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5533000,..
Finland,FIN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,228273,223519,219370,215196,211056,207313,..,..
Finland,FIN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,60051,62257,63239,62440,65602,68582,..,..
Finland,FIN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,19750,20631,21004,19846,21207,21581,22145,21899,21557,20792,20502,20895,20195,20593,20283,19869,19527,18870,18621,..,..
Fragile and conflict affected situations,FCS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,6263589.984,..,6809812.373,6903947.025,6874907.087,7012073.351,..,..,..
Fragile and conflict affected situations,FCS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,607964.673,..,654352.9185,690176.124,719731.9826,728707.4149,..,..,..
Fragile and conflict affected situations,FCS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,30875.11255,35691.76488,40825.27838,47258.28923,51951.43226,54314.40431,57444.7235,61232.76357,61562.10386,62166.74909,65652.79476,67247.66477,69031.32922,71975.27477,75650.74289,78881.15116,89271.94532,82878.21509,..,..,..
France,FRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,24970,23840,23090,25930,31360,35870,37850,40130,43460,43930,43850,44350,43380,43780,43320,41080,38990,38330,41080,..,..
France,FRA,"Population, total",SP.POP.TOTL,60912500,61357430,61805267,62244886,62704895,63179351,63621381,64016225,64374984,64707040,65027507,65342780,65659809,65998687,66312067,66548272,66721256,66865144,66977107,67211000,..
France,FRA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,931748,961447,991175,1025434,1041756,1058491,..,..
France,FRA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,831956,854784,868904,890359,922890,989085,..,..
France,FRA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,94327,94164,95877,97709,101309,82696,69831,71621,70030,71718,71356,71121,70581,69535,68938,68607,67679,66855,66096,..,..
French Polynesia,PYF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,15760,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,240686,244931,248972,252703,255992,258780,261010,262721,264061,265254,266455,267698,268998,270328,271705,273124,274575,276103,277679,279000,..
French Polynesia,PYF,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3090,3420,3600,3870,4300,5510,5740,6580,7310,7570,7830,8100,9080,9330,9320,7970,7080,6500,6830,..,..
Gabon,GAB,"Population, total",SP.POP.TOTL,1228360,1258003,1288315,1319953,1353795,1390549,1430152,1472575,1518540,1568928,1624140,1684635,1749682,1817071,1883800,1947686,2007873,2064823,2119275,2173000,..
Gabon,GAB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,620,560,440,390,470,520,640,700,810,880,890,760,760,730,650,620,620,660,710,..,..
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,1317703,1360074,1404261,1449925,1496527,1543741,1591445,1639848,1689285,1740279,1793196,1848147,1905011,1963711,2024042,2085860,2149139,2213894,2280102,2348000,..
"Gambia, The",GMB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,810,780,850,990,1210,1520,1910,2380,2800,2930,3170,3520,4160,4530,4760,4400,4080,4030,4440,..,..
Georgia,GEO,"Population, total",SP.POP.TOTL,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3726549,3721000,..
Georgia,GEO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,97438,104809,109424,106130,109128,108722,111058,..
Georgia,GEO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,10551,10836,12471,23069,26410,30284,33940,..
Georgia,GEO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1907,1667,1709,1765,1804,1794,1112,496,786,1588,2986,3825,4266,3213,3213,3410,3765,4076,3977,3512,..
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,26150,24740,23620,26070,31570,35710,38230,40440,43570,43520,44550,47220,46530,47190,47620,45850,44290,43640,47090,..,..
Germany,DEU,"Population, total",SP.POP.TOTL,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,82806000,..
Germany,DEU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,1635906.874,1734826.604,1792434,1832459,1859807,1872666,..,..
Germany,DEU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,930366,962201,988753,1013268,1033258,1054512,..,..
Germany,DEU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,200400,208500,213200,214700,196200,197000,198300,200400,..,..
Ghana,GHA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,340,300,270,320,380,460,590,790,1140,1190,1230,1380,1540,1870,1920,1960,1830,1900,2130,..,..
Ghana,GHA,"Population, total",SP.POP.TOTL,19278856,19756928,20246381,20750299,21272323,21814642,22379055,22963946,23563825,24170940,24779619,25387710,25996449,26607642,27224472,27849205,28481946,29121471,29767108,30418000,..
Ghana,GHA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,201536,228326,227868,232919,248704,250733,289575,..
Ghana,GHA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,20834,27109,23009,22561,23498,25995,29110,..
Ghana,GHA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,226,123,571,281,409,..,721,867,1241,1221,1362,1846,1896,2169,2373,..
Gibraltar,GIB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,31077,31602,32102,32555,32928,33219,33417,33517,33559,33565,33585,33612,33646,33692,33725,33736,33737,33728,33718,34000,..
Gibraltar,GIB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,341.948071,347.4602103,356.5090662,388.0506578,463.2309269,523.2301127,598.0667249,681.5755694,794.008807,847.3171263,929.109163,1003.832984,1166.824863,1266.178446,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Population, total",SP.POP.TOTL,972859826,996055980,1019543457,1043459246,1067952003,1093048432,1118722353,1145004093,1171974734,1199675906,1228385411,1257777330,1287490519,1317839747,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,11282402.89,11964192.12,12870895.83,13111881.7,13540935.51,13850191.54,14279555.86,14855612.4,..
Global Partnership for Education,FTI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1566012.699,1628362.948,1711394.326,1775162.696,1798194.831,1807953.803,1829813.5,1905271.701,..
Global Partnership for Education,FTI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,39896.23089,42021.22818,46839.13363,53191.74113,61469.79069,66176.77906,69322.6954,77654.92401,77436.74475,82812.15628,90579.56293,97864.32896,107791.2149,114694.6349,123921.3368,131876.1768,144771.1649,146212.5349,155336.1542,149971.3838,..
Greece,GRC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,13330,13070,13150,15700,19580,22760,24550,26350,28660,29330,27660,24930,23500,22540,22180,20320,18890,18340,19770,..,..
Greece,GRC,"Population, total",SP.POP.TOTL,10805808,10862132,10902022,10928070,10955141,10987314,11020362,11048473,11077841,11107017,11121341,11104899,11045011,10965211,10892413,10820883,10775971,10754679,10731726,10696000,..
Greece,GRC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,588201,598990,..,618544,634024,659535,..,..
Greece,GRC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,48072,54558,..,57492,72321,78118,..,..
Greece,GRC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,2096,11180,13725,19321,18907,22314,22483,21698,..,..,22705,22628,23447,23011,23881,..,33452,28682,29221,..,..
Greenland,GRL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,20290,19390,18760,20440,25730,30920,30240,34800,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Population, total",SP.POP.TOTL,56200,56350,56609,56765,56911,56935,56774,56555,56328,56323,56905,56890,56810,56483,56295,56114,56186,56171,56025,..,..
Greenland,GRL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4610,4510,4650,5290,5350,6650,6430,6830,7260,6720,6940,7060,7030,7350,7520,7780,8350,8900,9650,..,..
Grenada,GRD,"Population, total",SP.POP.TOTL,102833,103249,103634,104005,104347,104661,104933,105190,105456,105789,106233,106796,107446,108170,108902,109599,110261,110874,111454,112000,..
Grenada,GRD,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6936,7231,7197,7365,..,..
Grenada,GRD,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78,78,226,193,..,..
Grenada,GRD,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,12,12,12,10,..,..
Guam,GUM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Population, total",SP.POP.TOTL,155329,156401,157176,157717,158101,158402,158648,158847,159036,159226,159444,159692,159996,160407,161016,161853,162951,164281,165768,167000,..
Guam,GUM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1670,1600,1610,1690,1860,2010,2160,2370,2590,2620,2710,2860,3100,3320,3460,3620,3800,4060,4400,..,..
Guatemala,GTM,"Population, total",SP.POP.TOTL,11650743,11924946,12208848,12500478,12796925,13096028,13397021,13700327,14006428,14316263,14630417,14948803,15270778,15595821,15923243,16252429,16583060,16914936,17247807,17581000,..
Guatemala,GTM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210247,247096,..,..,..,..,..
Guatemala,GTM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14224,18537,..,..,..,..,..
Guatemala,GTM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,702,881,..,..,..,..,..
Guinea,GIN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,400,360,350,340,370,360,400,470,620,670,690,680,700,700,740,760,780,820,850,..,..
Guinea,GIN,"Population, total",SP.POP.TOTL,8240730,8417081,8586074,8753093,8925743,9109581,9307425,9518162,9738792,9964469,10192176,10420471,10652029,10892810,11150977,11432088,11738441,12067539,12414318,12771000,..
Guinea,GIN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,88501,92317,..,..,91928,..,..,..
Guinea,GIN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,8957,10699,..,..,10874,..,..,..
Guinea,GIN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,1326,2334,..,..,721,..,..,..
Guinea-Bissau,GNB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,210,250,300,330,380,430,440,470,510,560,580,640,630,640,640,640,650,680,750,..,..
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1201301,1227106,1254453,1283305,1313492,1344930,1377581,1411543,1446936,1483921,1522599,1562989,1604979,1648257,1692439,1737202,1782437,1828146,1874309,1921000,..
Guinea-Bissau,GNB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,890,880,890,940,1030,1090,1420,1860,2450,2720,2900,3220,3610,3880,4110,4130,4210,4340,4770,..,..
Guyana,GUY,"Population, total",SP.POP.TOTL,746715,745206,744789,745143,745737,746163,746343,746474,746817,747718,749436,752028,755399,759285,763380,767432,771366,775221,779004,783000,..
Guyana,GUY,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,470,450,410,380,380,410,480,550,620,680,660,710,760,810,830,820,780,760,800,..,..
Haiti,HTI,"Population, total",SP.POP.TOTL,8463806,8608819,8754150,8900104,9047077,9195288,9344785,9495328,9646580,9798046,9949322,10100320,10250930,10400673,10549008,10695542,10839970,10982366,11123176,11263000,..
Haiti,HTI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,319.9771012,313.0167247,314.6441922,335.6211601,386.0034735,435.6726779,481.5419521,543.4044492,640.870752,694.0344344,731.8810871,765.9189973,817.161333,843.0634524,914.4646193,916.2797847,903.4089489,917.3908918,925.8453097,..,..
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,471680794,485112686,499113575,513601239,528444632,543555326,558909236,574560260,590590368,607115564,624219326,641921311,660193774,679012664,698336451,718128416,738387254,759106221,780234406,801709000,..
Heavily indebted poor countries (HIPC),HPC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,3713536.873,4003514.468,4235169.16,4364800.927,4433186.028,4623982.26,4779339.953,4828315.543,..
Heavily indebted poor countries (HIPC),HPC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,439617.2917,460387.763,509961.1216,517596.4259,543831.5422,569502.7867,587695.5613,602118.6892,..
Heavily indebted poor countries (HIPC),HPC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,15584.89681,14044.43765,15378.92264,15896.31034,19100.93851,20980.85237,22321.74335,24043.45914,22495.79422,22991.49973,24317.20305,25749.43377,28681.3628,34910.52152,39398.20359,42595.15373,55796.57428,52797.43464,56100.95567,58727.29465,..
High income,HIC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,25770.60741,25750.77315,25578.26485,27561.39067,31442.68897,34629.3872,36339.10613,37750.27701,39316.60168,38631.23097,39679.19018,41033.4392,42400.0923,43204.607,43373.89588,42142.99925,41219.1977,41433.20618,44275.22466,..,..
High income,HIC,"Population, total",SP.POP.TOTL,1077839576,1084888957,1092175508,1099365177,1106953027,1114743713,1123222521,1132154767,1141674064,1150180708,1157826206,1163335501,1170223344,1177175241,1184323353,1191326855,1198350350,1204429565,1210312147,1215080000,..
High income,HIC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,31683070.85,31690985.08,32091514.3,32203723,32027363.41,31982598.24,32033404.72,31958109.19,31174072.88,..
